公司代號,公司名稱,營業收入,營業成本,營業毛利,營業費用,營業利益,營業外收入及利益,營業外費用及損失,繼續營業單位稅前淨利,所得稅費用(利益),繼續營業單位稅後淨利,停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股稅後盈餘,換算匯率,換算匯率參考依據
"9102","東亞科",5240278,4697649,542629,517431,25198,32952,63008,-4858,20453,-25311,-87895,0,0,-113206,-102289,-10917,-0.22,22.28,資產負債表日台銀新加坡收盤價買賣平均匯率
"9103","美德醫",1338686,1177744,160942,141545,19397,45108,41920,22585,6496,16089,0,0,0,16089,14693,1396,0.03,US$1:NT$30.355,以97年6月30日台灣銀行之匯率換算
"9104","萬宇科",7546963,6246723,1300240,887251,412989,57411,216691,253709,115401,138308,2200,0,0,136108,137562,-1454,1.25,4.8144,OANDA萬達亞太私人有限公司提供之匯率報價
"9105","泰金寶",45889081,43790197,2098884,733530,1365354,546697,284341,1627710,51169,1576541,0,0,0,1576541,1576541,0,0.29,0.92:1(THB:NT),財報日之匯率
"910579","歐聖",986260,0,986260,187840,798420,1785,665545,134660,30124,104536,-10295,94241,0,94241,94241,0,0.06,RMB$1 : NT$4.43,我國與16個貿易對手通貨對美元之匯率
"910801","金衛醫療",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0
"9110","越南製造",4075787,2979560,1096227,583157,513070,171436,110163,574343,73549,500794,0,0,0,500794,499700,1094,0.55,USD$1:NT$30.354,依財務報表日之匯率換算
"911201","僑威",2446571,2073319,373252,153527,219725,77007,56077,240655,33190,207465,0,0,0,207465,139053,68412,0.54,HKD＄1：NT$3.891,台灣銀行
"911606","超級集團",3119845,1997692,1122153,691007,431146,0,129875,301271,31554,269717,0,0,0,269717,258367,11350,0.48,SGD$1:NT$22.2999,97.6.30，www.oanda.com網站公佈之匯率
"911609","揚子江",16674890,13503844,3171046,387099,2783947,1104087,16498,3871536,245339,3626197,0,0,0,3626197,3412335,213862,1.03,RMB$1：NT$ 4.81,我國與十六個貿易對手通貨對美元之匯率
"911610","聯合環境",526084,349573,176511,122708,53803,17716,9061,62458,6852,55606,0,0,0,55606,55606,0,0.15,SGD$1:NT$22.54,依臺灣銀行97.9.30即期匯率
"9136","巨騰",13339223,11228002,2111221,697912,1413309,168188,198359,1383138,206316,1176822,0,0,0,1176822,1103904,72918,1.10,HKD＄1：NT$3.891,台灣銀行
