公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 非金融資產減損迴轉利益,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 處分採用權益法之投資,　　 採用權益法之被投資公司減資退回股款,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 取得投資性不動產,　　 處分投資性不動產,　　 應收款項增加,　　 其他金融資產增加,　　 其他非流動資產增加,　　 預付設備款增加,　　 其他預付款項增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券增加,　　 發行公司債,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 存入保證金減少,　　 應付款項減少,　　 其他非流動負債增加,　　 其他非流動負債減少,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 處分採用權益法之投資損失（利益）,　　　　 金融資產減損損失,　　　　　 預收款項增加（減少）,　　 存出保證金增加,　　 其他應收款－關係人減少,　　 收取之股利,　　 償還公司債,　　 其他應付款－關係人減少,　　　　 處分投資性不動產損失（利益）,　　 發放現金股利,　　　　 利息收入,　　　　 股利收入,　　 收取之利息,　　 備供出售金融資產減資退回股款,　　 處分子公司股權（未喪失控制力）,　　　　 處分無形資產損失（利益）,　　　　　 應收票據－關係人（增加）減少,　　 處分子公司,　　 存出保證金減少,　　 其他應收款－關係人增加,　　 其他投資活動,　　　　 非金融資產減損損失,　　 處分待出售非流動資產,　　　 收益費損項目,　　　　 處分待出售非流動資產損失（利益）,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少)
1216,2016年01月01日至2016年09月30日,,25518644,25518644,,,14353556,568882,167596,-4468,1733259,-3988739,293318,-1276019,0.0,-116944,,,,6725855,178111,-2807208,-749740,4849374,-33723,-548319,7614350,,231018,552631,817492,63195,,-4279107,3335243,12301598,37820242,-1889334,-4628050,35061353,,-649801,799593,-669988,1430233,2796,-6416,28344,14253,-10304937,335593,-253304,-768510,0,,-5983135,464599,-2196106,-301744.0,-11485216,,-5285822,1058938,0,175980197,-172699896,,95190.0,,226230.0,,-6866816,-27962356,-231140,-4617359,45034743,40417384,40417384,,0.0,-5166479.0,,2396.0,3175998.0,-8844994.0,0.0,104.0,-11364031.0,-685333.0,-703368.0,582497.0,1577.0,-261352.0,0.0,0.0,238031.0,74844.0,,,153063.0,6256466.0,,-1528552.0,8966355.0,-776964.0
1216,2016年01月01日至2016年06月30日,,17029865,17029865,,,9857652,381085,149667,20195,1202173,-2502050,221199,-284904,-12278.0,-197468,,,,599982,119611,-1144191,-355103,5288045,-393801,-89043,4025500,,194403,-158887,5720490,54940,,-1128562,2896938,10601229,27631094,-1363211,-2792807,25406251,,-475880,674962,-480521,248573,2796,-391,26554,21023,-7344882,169227,-182073,-343839,0,,600968,662456,-1593444,-301744.0,-8030346,,992007,901116,0,116939715,-114069726,,103453.0,,-24728.0,,-6139579,-10137660,-433903,6804342,45034743,51839085,51839085,,0.0,-6260021.0,,634.0,1468296.0,-8844994.0,0.0,104.0,,-485001.0,-646083.0,462879.0,1577.0,5076.0,0.0,0.0,238031.0,45627.0,,,,0.0,,0.0,7704291.0,-679487.0
1216,2016年01月01日至2016年03月31日,,7980132,7980132,,,4944745,186689,83515,-4401,617201,-1117841,77123,-199968,-10132.0,-118128,,,,5505335,320376,-84259,-250412,4592697,-1757669,31067,8357135,,1003176,-938123,172548,26107,,-5915028,2442107,6652449,14632581,-699212,-225275,14344705,,-367230,161555,-364035,172402,0,-391,25602,0,-4348045,123913,-104090,-210142,0,,-6912194,-143606,-639782,0.0,-12301035,,-2671232,753702,0,61625868,-61002552,,-12744.0,,-32751.0,,-138998,-1464933,-195989,382748,45034743,45417491,45417491,,0.0,-5583494.0,,32.0,448498.0,0.0,0.0,0.0,,-248461.0,,188113.0,0.0,13774.0,0.0,0.0,238031.0,66945.0,,,,0.0,,0.0,4210342.0,-595242.0
1216,2015年度,,27249360,27249360,,,19229027,740602,328615,-37742,2418953,-4451909,178140,-494235,496305.0,335354,,,,475874,472738,282594,2035980,72433,1612250,-885199,4066670,,21931,-279250,3393667,-7721,,6902999,10969669,27378617,54627977,-2405631,-5756679,50877015,,-1460699,2548508,-325902,186746,33600,-134231,69543,3121,-16000268,537472,-281553,-126044,6920,,-6044854,10805,-4353625,-653233.0,-25774131,,1879200,861486,717242,206952638,-219086254,143018.0,,,604.0,,-5046732,-24127153,200175,1175906,43858837,45034743,45034743,-171503.0,185360.0,4256986.0,-178673.0,299.0,3317084.0,-3150000.0,0.0,-1903.0,-7648867.0,-1165238.0,-737743.0,1094264.0,0.0,250512.0,9645.0,0.0,0.0,,,,,387937.0,,-452780.0,16408948.0,-482614.0
1216,2015年01月01日至2015年09月30日,,24315475,24315475,,,14364736,556022,135545,-11558,1784744,-3518069,90912,-471168,-16296.0,92707,,,,-702249,129328,-3300827,508442,2796945,443982,-472580,-596959,,363319,2742890,7876144,41041,,8223631,7626672,18358465,42673940,-1677936,-5039566,39602498,,-1240674,2256673,-91355,120304,33600,-129214,60570,3121,-12226542,685923,-249610,-119623,0,,-12085667,-31457,-2931139,-529244.0,-26245089,,5666343,1533693,717242,147908170,-161960854,174650.0,,,210879.0,,-5712301,-21151189,747416,-7046364,43858837,36812473,36812473,-168889.0,0.0,-2487526.0,-158820.0,128.0,2846067.0,-2250000.0,0.0,0.0,-7648867.0,-942279.0,-719639.0,799993.0,0.0,209856.0,7805.0,0.0,0.0,,,0.0,,387937.0,,-452780.0,10731793.0,-312237.0
1216,2015年01月01日至2015年06月30日,,17248460,17248460,,,9580325,356173,30281,-45596,1212024,-2437109,47898,-893271,-14114.0,58676,,,,-5774828,247867,-1632899,468423,2919916,384035,-53188,-3440674,,-66862,1469225,9477789,18450,,6729454,3288780,9751908,27000368,-1343050,-3179168,24077333,,-773215,1527840,-38972,75930,0,-128387,32067,3121,-8039788,214002,-200641,-106696,0,,-2440447,-16796,-1596324,-481897.0,-11644986,,8209150,1672038,717242,102246258,-107233121,195149.0,,,,-71025.0,-6894807,-3233777,804418,10002988,43858837,53861825,53861825,-175063.0,0.0,-3964574.0,-63731.0,1011.0,1002225.0,-2250000.0,0.0,0.0,,-637352.0,-626976.0,596958.0,0.0,175339.0,7232.0,0.0,387937.0,,,0.0,,,,,6463128.0,-204574.0
1216,2015年01月01日至2015年03月31日,,8369130,8369130,,,4808107,173083,18470,-38004,598486,-1117519,18650,-297198,-3708.0,64105,,,,-136714,-18345,15131,688094,1472168,-695414,44106,1369026,,637084,-208750,3371658,5762,,1683042,3052068,6538622,14907752,-656111,-655487,13773676,,-357607,798550,-38972,65238,0,-128387,32067,2425,-4447586,78742,-82536,-99155,0,,-13053889,-51796,-642901,-469983.0,-18368995,,8891810,116953,717242,49031001,-55579831,,133523.0,,87097.0,,-603867,2931433,80301,-1583585,43858837,42275252,42275252,,0.0,-2039927.0,,276.0,,0.0,0.0,0.0,0.0,-291532.0,,177522.0,0.0,137505.0,6394.0,0.0,0.0,-248883.0,,0.0,,275402.0,,-452780.0,3486554.0,-82785.0
1216,2014年度,,22261814,22261814,,,18485182,674089,-209838,-123419,2384834,-2452657,161459,-1651743,362729.0,1445786,18189255.0,,,-2310282,3151,437507,-436693,1882408,-1129629,-583031,-2136569,,-413574,-68335,1121062,13627,-363579.0,496800,-1639769,16549486,38811300,-2056012,-4589906,33047214,,-2024572,1650266,-451649,289406,9333,-837219,265793,177936,-24921941,535219,-432620,-83601,1434,,-3641209,-562133,-5001746,-1054767.0,-34664445,,4461875,-572900,19584021,129333679,-136870068,,84442.0,,96857.0,,-162703,5567048,20302,3970119,40807550,44777669,44777669,,34256.0,207599.0,,-1643.0,,-2400000.0,0.0,-632.0,-7731334.0,-955874.0,,881832.0,25000.0,-256821.0,35083.0,0.0,1475968.0,-96124.0,,,,14424.0,,,,
1216,2014年01月01日至2014年09月30日,,18612360,18612360,,,13581314,493792,-175325,-96407,1762775,-1980732,51245,-1479285,,57771,12792113.0,,,503343,455388,-2771666,-1913905,2454190,-987043,-554271,-2813964,,-376123,1953859,5951253,68783,-265207.0,3513965,700001,13492114,32104474,-1547954,-3928475,27264692,,-1319968,1385106,-438610,255011,9333,-835324,166908,172414,-20096181,241449,-274728,-55470,1415,,-10988104,-301022,-2935524,-542516.0,-34196484,,9785082,1548785,19268005,93042496,-106102196,,-57106.0,,39304.0,,-1402800,7383415,391068,842691,40807550,41650241,41650241,-62188.0,0.0,-3818600.0,,-308.0,,-750000.0,0.0,-632.0,-7731334.0,-706613.0,1304936.0,636647.0,25217.0,-256821.0,33224.0,0.0,1445650.0,-107565.0,,-3667.0,8238.0,,,,,
1216,2014年01月01日至2014年06月30日,,13882964,13882964,,,8942769,357898,-170508,-42231,1229991,-1531432,22469,-1358244,-2758.0,66142,7383236.0,,,-6120364,490643,-1689085,-736724,2875870,-486731,-338308,-6004699,,-99880,-406660,7977392,116703,-167195.0,3429188,-2575511,4807725,18690689,-1213199,-2401828,15499213,,-815095,835995,-252932,0,9333,-834071,84925,132269,-13996008,173340,-136679,-34048,1415,,-291311,-77146,-1540740,-452384.0,-15728840,,7439269,-21540,14300277,65640677,-75342440,,-46112.0,,43028.0,,-2088447,9128389,577638,9476400,40807550,50283950,50283950,-31326.0,0.0,-3991172.0,,-605.0,,-750000.0,0.0,-632.0,,-432038.0,306639.0,423551.0,25000.0,-46323.0,26497.0,0.0,1445650.0,-14104.0,,8356.0,,,,,,
