公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得透過其他綜合損益按公允價值衡量之金融資產,　　 處分備供出售金融資產,　　 取得採用權益法之投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 舉借長期借款,　　 其他應付款－關係人增加,　　 其他非流動負債增加,　　 其他非流動負債減少,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 處分持有至到期日金融資產,　　 採用權益法之被投資公司減資退回股款,　　 發行公司債,　　 償還長期借款,　　　　 金融資產減損損失,　　 備供出售金融資產減資退回股款,　　 其他非流動資產減少,　　 其他應付款－關係人減少,　　 庫藏股票處分,　　 取得備供出售金融資產,　　 處分採用權益法之投資,　　 收取之股利,　　 償還公司債,　　　　 呆帳費用提列（轉列收入）數,　　　　 處分投資損失（利益）,　　　　 已實現銷貨損失（利益）,　　 處分子公司,　　　　　 持有供交易之金融資產（增加）減少,　　 預付設備款增加,　　　　 未實現銷貨利益（損失）,　　　　 處分其他資產損失（利益）,　　　 收益費損項目,　　　　 處分採用權益法之投資損失（利益）,　　　　 收益費損項目合計,　　　　 處分無形資產損失（利益）,　　 發放現金股利,　　　　　 其他應付款－關係人增加（減少）,　　 取得持有至到期日金融資產,　　　　 非金融資產減損損失
2603,2016年01月01日至2016年09月30日,,-7740148,-7740148,,,6157054,14011,-102.0,911880,-201198,-140145,562403,-1645897.0,,,,,2391,319776,-32058,-90838,213777,145551,-150165,1174622,-28098,964958,,-689298,131904,-118044,221061,-22669.0,-505182,459776,6133367,-1606781,201198,-945574,-194391,-2545548,,,,-2482687,-1533037,2314966,-11324,-2047548.0,-2656512,,7062550,-6591588.0,19836708,-3443,,-628259.0,,6317141,-586525,528556,32834520,33363076,33363076,200000.0,98171.0,,-13358827.0,1882.0,1253.0,,,,,,803694.0,,10244.0,0.0,-12538.0,0.0,-590000.0,,-817.0,,,0.0,5673591.0,3.0,0.0,-28136.0,,16811.0
2603,2016年01月01日至2016年06月30日,,-6057625,-6057625,,,4224147,9840,,600041,-130256,-106277,859371,-1658201.0,,,,,4658,1162053,229694,-47349,-247842,310098,-55305,487376,-32791,1810592,,-83316,249020,-87926,988193,-43863.0,1010287,2820879,6607373,549748,130256,-632356,-152962,-105314,,,,-2018843,-703452,1698594,-8656,-482636.0,-442860,,5123028,-5123028.0,12716918,-1487,,-796670.0,,3302612,-273795,2480643,32834520,35315163,35315163,200000.0,99285.0,,-8616149.0,1885.0,,,,,,,772848.0,,10377.0,,-8419.0,,,,-16017.0,,,0.0,3786494.0,3.0,,-11821.0,,
2603,2016年01月01日至2016年03月31日,,-4770961,-4770961,,,2153833,4881,-167.0,294959,-60698,-37637,511985,-11705.0,0.0,,,,-6358,1594633,197618,28345,-76101,491780,-51391,-130186,-15589,1332366,,-1190407,151503,-358743,-867698,-22368.0,-2310639,-978273,1866279,-2904682,60698,-287810,-51976,-3183770,,,,-755952,-323752,33039,-8238,-263143.0,-1183096,,0,0.0,12846291,-1658,,-533990.0,,5374840,-103804,904170,32834520,33738690,33738690,,,,-6935803.0,0.0,,,,,,0.0,134950.0,0.0,219.0,0.0,-4322.0,0.0,-700385.0,,-6796.0,,,0.0,2844552.0,0.0,0.0,-22926.0,,
2603,2015年度,,-4682496,-4682496,,,8192869,12869,0.0,986094,-230050,-137552,460743,-313749.0,0.0,,,,31052,3764309,-318423,127651,-140943,1841054,123444,776113,-30878,6173379,,-2158105,-498267,-320320,-804141,-92107.0,-3860727,2312652,11964475,7281979,230050,-1004725,-1287414,5219890,,,,-1435320,-2515724,482265,-13347,-10873074.0,-13906874,,4637138,-4637138.0,28122621,-7270,,-1961861.0,,8844180,-149217,7979,32826541,32834520,32834520,,,,-16961552.0,717713.0,,,,,,7304.0,552762.0,0.0,24155.0,0.0,-14184.0,-61740.0,0.0,,84261.0,,,-131351.0,9651823.0,5.0,-347758.0,12213.0,-50000.0,
2603,2015年01月01日至2015年09月30日,,-535504,-535504,,,6077206,10471,-171.0,677875,-175614,-136770,-288683,-258726.0,0.0,,,,31894,3290671,-434692,-70436,-151761,1615755,120954,551688,-4713,4299360,,-1449390,422849,-504180,-590448,-57620.0,-2178789,2120571,8699521,8164017,175614,-721155,-1169767,6448709,,,,-928078,-2005626,396403,-8555,-9135826.0,-11193729,,2309300,-1649500.0,25558077,2802,,-1790451.0,,2748685,-36646,-2032981,32826541,30793560,30793560,,,,-21333785.0,717713.0,,,,,,0.0,549693.0,0.0,14364.0,-129996.0,-9792.0,-61740.0,-650000.0,,81068.0,,,,6578950.0,5.0,-347758.0,,,
2603,2015年01月01日至2015年06月30日,,2211051,2211051,,,4011949,7641,0.0,439405,-117492,-112447,-133624,-258618.0,0.0,,,,19997,2289179,-498218,64217,-355058,359393,199259,888085,-1212,2965642,,1101518,-51454,-469584,-724003,33406.0,-110117,2855525,6750552,8961603,117492,-480110,-921148,7677837,,,,-46336,-1705894,344789,-7952,-5605480.0,-6616065,,0,0.0,18930737,-2132,-1154355.0,,,316373,-870834,507311,32826541,33333852,33333852,,,,-17457877.0,,,,,,,0.0,404808.0,,11185.0,0.0,-5837.0,0.0,0.0,,45315.0,,,7550.0,3895027.0,,,,,
2603,2015年01月01日至2015年03月31日,,2090510,2090510,,,2004309,3863,-692.0,217472,-59670,-38822,-154306,-46382.0,0.0,,,,-5014,2119463,-415774,73725,-154321,682427,11790,-547937,-2099,1231887,,2122405,-3560,-492772,-1277737,19371.0,367707,1599594,3557534,5648044,59670,-220409,-64890,5422415,,,,-25568,-922809,81068,-2922,-3485611.0,-4268643,,0,,13631586,-1230,-723855.0,,,188453,-506529,835696,32826541,33662237,33662237,,,,-12718048.0,,,,,,,,87199.0,,11225.0,0.0,-2551.0,0.0,-530373.0,,15944.0,,,7550.0,1957940.0,,,,,
2603,2014年度,,3239858,3239858,,,7709649,13557,5258.0,539372,-326060,-142227,1520597,-2167500.0,7293.0,7111412.0,,,40481,-768100,-101828,83980,43800,971906,-51905,-428385,16342,-193709,,1547335,-89658,178044,269268,-104840.0,1800149,1606440,8717852,11957710,326060,-650467,-435765,11197538,,,0.0,-898976,-4102999,2802660,-24895,-13384377.0,-15253082,,2408174,-3041904.0,17634695,-4779,-2168276.0,,0.0,2308940,1070703,-675901,33502442,32826541,32826541,,,,-11995770.0,,,,,,,19293.0,487877.0,-523200.0,27675.0,-69269.0,-8932.0,-151665.0,0.0,,1999.0,0.0,,,,,,,,
2603,2014年01月01日至2014年09月30日,,1540343,1540343,,,5724487,9818,5176.0,413735,-257784,-112265,1076514,-419012.0,7293.0,6374635.0,,,27739,-1825129,-53069,102485,-24351,145637,170880,-1810525,10347,-3325986,,349765,-216132,81719,1803573,-34231.0,1984694,-1341292,5033343,6573686,257784,-517105,-294591,6019774,,,,-893223,-3808884,544329,-16229,,-15878991,,1401045,-1096470.0,16059010,1322,-1827792.0,,,6678563,470378,-2710276,33502442,30792166,30792166,,,,-7335352.0,,,,,,,5760.0,403707.0,-523200.0,759.0,-69438.0,-6699.0,-151429.0,-70000.0,-11963022.0,2051.0,,,,,,,,,
2603,2014年01月01日至2014年06月30日,,-1281029,-1281029,,,3758946,6239,5115.0,275865,-181989,-89510,827947,-330343.0,6317.0,4207179.0,,,24845,113918,29566,-326694,-171115,33131,148046,-324435,4984,-467754,,-550656,-472248,-77820,276494,,-824230,-1291984,2915195,1634166,181989,-363082,-212842,1240231,,,,-894871,-3293546,397344,-3954,,-12162854,,1075086,-477816.0,13718951,147,-1125026.0,,,7886111,176973,-2859539,33502442,30642903,30642903,,,,-5305231.0,,,,,,,5759.0,381214.0,,2643.0,-69585.0,-4466.0,-151429.0,0.0,-8603371.0,,,,,,,,,,
2603,2014年01月01日至2014年03月31日,,-1906748,-1906748,,,1837319,2910,2960.0,128087,-96845,-31530,686649,-193584.0,-347034.0,1917205.0,,,16316,-617258,-28226,153607,-44197,-123336,-103727,-689864,-1549,-1438234,,968500,-491044,-126500,1379408,-25852.0,1704512,266278,2183483,276735,96845,-163168,-40369,170043,,,,-864351,-1432487,206954,-3635,-5591974.0,-7805392,,609210,0.0,9790273,1762,,-684320.0,,7401665,204926,-28758,33502442,33473684,33473684,,,,-2315260.0,,,,,,,,31530.0,,277.0,-69771.0,-2233.0,-151429.0,,,,,,,,,,,,
2603,2013年度,,-1589147,-1589147,,,6782004,11431,-18963.0,412086,-249529,-122975,1106532,-4342038.0,12426.0,3615842.0,,,32366,418160,-178243,229180,-116075,181659,-127821,-875519,15710,1077845,,-1372570,40586,-264110,1297728,62343.0,-236023,841822,4457664,2868517,249529,-565812,-343972,2208262,,,586.0,-1832052,-9997442,6309585,-14088,-14907723.0,-20004631,,3861978,-4757268.0,42331999,-29326,1179565.0,,-72.0,18964656,349447,1517734,31984708,33502442,33502442,,,,-23622220.0,,,,,,,0.0,436503.0,0.0,25442.0,0.0,0.0,0.0,1498428.0,,0.0,-574.0,,,,,,,,
2603,2013年01月01日至2013年12月31日,,-1589147,-1589147,,,6782004,11431,-18963.0,412086,-249529,-122975,1106532,,-2831758.0,5088828.0,,,32366,443602,-178243,239844,-116075,181659,-127821,-355380,15710,135662,,-1382228,42043,-266573,777589,62343.0,-766826,-631164,4457664,2868517,249529,-565812,-343972,2208262,,0.0,586.0,-1832052,-9997442,6309585,-14088,-14907723.0,-20004631,,3861978,-4757268.0,42331999,0,1179565.0,,-72.0,18964656,349447,1517734,31984708,33502442,33502442,0.0,0.0,0.0,-23622220.0,0.0,0.0,,-29326.0,0.0,0.0,0.0,436503.0,0.0,,,,,,,,,,,,,,,,
2603,2013年01月01日至2013年09月30日,,-2221212,-2221212,,,4851414,8582,-39785.0,304311,-183614,313767,569127,-794893.0,1521577.0,6550486.0,,,47066,-345564,-190918,199780,-114506,290114,23208,-247654,18361,-320113,,-1725562,-437738,-188840,1753405,-13681.0,-612416,-932529,5617957,3396745,183614,-421602,-242900,2915857,,0.0,0.0,-1762861,-9564083,2326171,-6782,-10506174.0,-19513729,,3589853,-4181153.0,19044658,0,1466430.0,,209356.0,14288793,717083,-1591996,31984708,30392712,30392712,0.0,0.0,0.0,-5822488.0,0.0,0.0,0.0,-17863.0,0.0,,,,,,,,,,,,,,,,,,,,
2603,2013年01月01日至2013年06月30日,,-2423124,-2423124,,,3051378,6711,-15605.0,191148,-114310,254677,517160,-477230.0,213045.0,3626974.0,,,25138,228460,-139126,-270814,-216537,-178397,-31754,-379300,21791,-940539,,1154475,-430718,-319998,1122535,-22805.0,1503489,562950,4189924,1766800,114310,-308966,-133971,1438173,,0.0,0.0,-1727348,-10381220,1079400,-4260,-5197580.0,-16231008,,2744474,-3644669.0,14111992,-10696,1342274.0,,308200.0,11027924,805164,-2959747,31984708,29024961,29024961,0.0,0.0,0.0,-3823651.0,,,,,,,,,,,,,,,,,,,,,,,,,
