公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收建造合約款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付建造合約款（增加）減少,　　　　　 其他應付款增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 處分透過其他綜合損益按公允價值衡量之金融資產,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 無活絡市場之債務商品投資到期還本,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 處分子公司,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金減少,　　 取得無形資產,　　 其他金融資產增加,　　 其他金融資產減少,　　 其他非流動資產減少,　　 預付設備款增加,　　 預付設備款減少,　　 其他預付款項增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付短期票券減少,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 存入保證金減少,　　 其他應付款－關係人增加,　　 應付租賃款增加,　　 應付租賃款減少,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 其他符合國際會計準則第七號現金及約當現金定義之項目,　　　　 金融資產減損損失,　　 處分原始認列時指定為透過損益按公允價值衡量之金融資產,　　 取得無活絡市場之債券投資,　　 存出保證金增加,　　 現金增資,　　 處分子公司股權（未喪失控制力）,　　　　 處分其他資產損失（利益）,　　　　 非金融資產減損損失,　　　　 逾期未領股利及董監酬勞轉列其他收入,　　　　　 持有供交易之金融資產（增加）減少,　　 收取之股利,　　 其他應付款－關係人減少,　　　　 股利收入,　　　　 處分投資性不動產損失（利益）,　　 處分採用權益法之投資,　　 採用權益法之被投資公司減資退回股款,　　 處分投資性不動產,　　 取得子公司股權,　　　　　 應付建造合約款增加（減少）,　　 其他預付款項減少,　　 其他投資活動,　　 應付短期票券增加,　　 停業單位稅前淨利（淨損）,　　 支付之股利,　　 發放現金股利,　　 其他籌資活動,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 預付投資款增加,　　 對子公司之收購（扣除所取得之現金）,　　 其他非流動負債增加,　　 其他應收款增加,　　 其他應收款減少
1310,2014年01月01日至2014年03月31日,,15501,15501,,,58453,23708,-2767,0,10013,-2621,-853,447,105,4100,90585.0,,,12803,107430,-6422,-8313,-137727,274552,749,54368,297440,,-8744,-220002,,-37881,-9998,28460,732.0,-259413,38027,128612,144113,1732,-10127,-97,135621,,,-34958,0,,0.0,0.0,,-6899.0,-123079,926.0,0.0,-2951.0,0.0,0.0,0.0,-853.0,0.0,0.0,-167322,,,-247029.0,0.0,117000,-19071,37.0,,0.0,0.0,-1946.0,0.0,-51249,1522,-81428,1662411,1580983,1580983,0.0,,0.0,,-958.0,,,,,,,,,,,,,,,-11980.0,166.0,1284.0,99760.0,,,,,,,,,,,,
1310,2013年度,,955665,929137,,,229534,97084,-895,-5914,75574,-14331,-4692,4027,5388,-170151,269994.0,,,-8212,-64989,14022,7035,59768,-213552,9018,427391,244596,,-6054,957491,,71125,8673,11055,-4862.0,1024226,1268822,1538816,2467953,15003,-74610,-4804,2403542,,,0,255469,,-310.0,67323.0,27731.0,-204262.0,-234110,15784.0,3540.0,,,6693.0,12750.0,,1176.0,-97276.0,-62619,,,-1008310.0,-39984.0,42000,-436839,,-411.0,,,-9811.0,,-1363846,5346,982423,679988,1662411,1662411,0.0,18686.0,,,,,114405.0,,50959.0,-6861.0,14115.0,23614.0,-16995.0,-8414.0,,0.0,59259.0,,-7901.0,-13202.0,,0.0,,-26528.0,0.0,0.0,0.0,,,,,,,,
1310,2013年01月01日至2013年12月31日,,929137,929137,,,229534,97084,-895,-5914,75574,-14331,-4692,4027,5388,-170151,269994.0,,,-8212,-64989,14022,7035,59768,-213552,9018,427391,244596,,-6054,957491,-13202.0,71125,8673,11055,-4862.0,1024226,1268822,1538816,2467953,15003,-74610,-4804,2403542,,,0,255469,,-310.0,67323.0,27731.0,-204262.0,-234110,15784.0,3540.0,-10377.0,0.0,6693.0,12750.0,0.0,1176.0,-86899.0,-62619,,,-1008310.0,-39984.0,42000,-436839,0.0,-411.0,0.0,0.0,-9811.0,0.0,-1363846,5346,982423,679988,1662411,1662411,0.0,18686.0,,,0.0,,114405.0,0.0,50959.0,-6861.0,14115.0,23614.0,-16995.0,-8414.0,0.0,0.0,59259.0,0.0,-7901.0,,,,,,,,,,,,,,,,
1310,2013年01月01日至2013年09月30日,,775868,775868,,,170189,72038,-807,-5914,62234,-9141,2519,2940,-59,-32354,271072.0,,,-16983,53322,28786,-2066,187980,57625,4347,17124,344250,,-10084,491118,10085.0,34062,-10195,19593,-3762.0,530817,875067,1146139,1922007,6093,-60316,-2595,1865189,,,0,205732,118514.0,-310.0,45687.0,26024.0,-64336.0,-211634,35756.0,6844.0,-10377.0,0.0,20063.0,11463.0,,2486.0,-8402.0,177350,,,-883272.0,-39985.0,11815,-332917,,-3311.0,0.0,,-7890.0,0.0,-1158239,1515,885815,449484,1335299,1335299,0.0,15396.0,,-160.0,0.0,,114405.0,0.0,908.0,-6877.0,14115.0,0.0,-17084.0,,,,,,,,,,,,,,,,,,,,,,
1310,2013年01月01日至2013年06月30日,,241710,241710,,,111582,51130,-1017,-4220,44965,-7456,10410,115,22245,-27531,215619.0,,,3761,-111336,13727,13410,283068,54546,1878,7429,266483,,-922,380045,11085.0,18592,-11335,13749,-3681.0,407533,674016,889635,1131345,5932,-43549,-1554,1092174,,,0,44251,118189.0,-310.0,8000.0,26024.0,-58461.0,-165180,23904.0,,-8557.0,-7964.0,0.0,1588.0,,3568.0,-3963.0,13376,,,-211566.0,-39962.0,42000,-213946,,-20848.0,366.0,,-5418.0,1.0,-334968,2224,772806,449484,1222290,1470762,-248472.0,15396.0,8602.0,-160.0,23845.0,0.0,114405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,2013年01月01日至2013年03月31日,,27929,27929,,,52466,26088,-1115,-5510,21645,-4559,2353,48,12595,-31154,72857.0,,,-71,-181725,23533,-6472,249460,-323609,1379,6569,-230936,,-3880,396526,-11154.0,10728,-6923,11210,-4190.0,392317,161381,234238,262167,3721,-21847,115,244156,,8602.0,0,44251,82600.0,-310.0,8000.0,0.0,31704.0,-96077,23870.0,3339.0,0.0,-9886.0,0.0,330.0,0.0,2031.0,-1480.0,96974,,0.0,-163920.0,-17468.0,0,-22990,1879.0,0.0,366.0,42993.0,0.0,82701.0,-76439,1740,266431,436135,702566,702566,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,2012年01月01日至2012年12月31日,,-482880,-482880,,,213920,67631,4619,164,87391,-9939,2412,14715,-120988,-150209,119761.0,,,14438,523869,5403,-14951,323032,148205,40944,-51027,993518,,-27280,-262111,-36650.0,-29891,-11311,16852,-31783.0,-382174,611344,731105,248225,12306,-94545,-3117,162869,,,-19000,15387,,-179.0,122750.0,4118.0,-8306.0,-488288,42852.0,0.0,-53362.0,-2134.0,0.0,64144.0,-12282.0,0.0,-3927.0,-269307,,,-104907.0,-110095.0,212858,-383617,305.0,0.0,14220.0,15000.0,0.0,568.0,-351927,-4947,-463312,1143300,679988,911551,-231563.0,15936.0,,,-4962.0,,3991.0,-20880.0,34775.0,0.0,3605.0,9427.0,0.0,-8287.0,-11499.0,31.0,0.0,64424.0,-250.0,,,,,,,,,,,,,,,,
1310,2012年01月01日至2012年09月30日,,-405148,-405148,,,162105,22027,2258,550,65065,-7839,9280,-6873,-25481,-137475,67079.0,,,1113,115834,-27581,15456,356452,-322537,27423,-197,165963,,2155,397284,11201.0,-6163,-20887,7511,-21489.0,369612,535575,602654,197506,11678,-73410,-1560,134214,,,-19000,7924,167877.0,-179.0,120677.0,2987.0,-8306.0,-305847,67676.0,0.0,-43695.0,-34556.0,0.0,58051.0,,1262.0,-2414.0,13112,,,-136947.0,-89837.0,173772,-249542,,-50.0,5520.0,,0.0,568.0,-296516,-4547,-153737,966540,812803,1009165,-196362.0,4415.0,,0.0,-485.0,,0.0,-20953.0,0.0,0.0,0.0,1140.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1310,2012年01月01日至2012年06月30日,,-442315,-442315,,,106077,14520,2258,55,44146,-5192,19380,2730,-25401,-115766,47222.0,,,1785,532628,14413,-28671,139730,147464,15254,-197,822406,,-17746,-249867,-1902.0,11151,-6918,8468,-20819.0,-277633,544773,591995,149680,8374,-47707,-1172,109175,,,-19000,3844,177060.0,-179.0,120677.0,2987.0,-7595.0,-208331,5665.0,,-33085.0,0.0,13762.0,8464.0,,27928.0,-1624.0,90415,,,-253038.0,-74551.0,181747,-131073,,-9657.0,6000.0,,0.0,0.0,-280389,-688,-81487,966540,885053,1129539,-244486.0,4415.0,0.0,0.0,-158.0,183.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,2012年01月01日至2012年03月31日,,-112899,-112899,,,52881,14904,310,-3011,20981,-2786,8550,-1225,-48525,3041,45120.0,,,16663,130576,-19102,89631,-139308,-128280,-3109,7812,-45117,,-15088,-122230,4908.0,-91071,-62315,-9531,-9137.0,-304464,-349581,-304461,-417360,3305,-22423,-86,-436564,,0.0,-15000,3844,1373.0,-179.0,120677.0,2988.0,40146.0,-42216,1521.0,16749.0,-19177.0,0.0,10.0,8464.0,-14.0,0.0,-806.0,118380,,5249.0,0.0,-39362.0,54000,-117921,0.0,-7369.0,0.0,0.0,-17.0,-64184.0,-169604,-2391,-490179,966540,476361,672336,-195975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
