公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 不動產、廠房及設備轉列費用數,　　　　 處分其他資產損失（利益）,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收票據－關係人（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產、廠房及設備,　　 取得無形資產,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 償還長期借款,　　 籌資活動之淨現金流入（流出）,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 利息費用,　　　　 利息收入,　　　　 處分無形資產損失（利益）,　　　　　 預收款項增加（減少）,　　　　　 應計退休金負債增加（減少）,　　 預付投資款增加,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 其他金融資產增加,　　 其他金融資產減少,　　 收取之利息,　　 存入保證金增加,　　 存入保證金減少,　　　　 股份基礎給付酬勞成本,　　 發放現金股利,　　 現金增資,　　 取得採用權益法之投資,　　 採用權益法之被投資公司減資退回股款,　　 存出保證金減少,　　 其他非流動資產增加,　　 庫藏股票買回成本,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 因合併產生之現金流入,　　 其他非流動資產減少
3682,2016年01月01日至2016年09月30日,,-4415309,-4415309,,,2002293,1111098,111955,-6528,7934,7604,,,3888.0,,,,2757129,-524378,,-251388,81309,-129002,132093,-229880,,,1835883,,422,289260,-15350,-156948,,,-3761.0,102375,1938258,5419070,1003761,-6,6262,1010023,,-2226420,-1281743,,-3575289,,,23770,-2541496,10439933,7898437,7898437,6.0,-36419.0,237692.0,-7100.0,,,0.0,-56385.0,0.0,,28879.0,74505.0,-50729.0,41289.0,,,,,52227.0,,,,3480812.0,-4148.0,0.0,-91847.0
3682,2016年01月01日至2016年06月30日,,-2791953,-2791953,,,1329691,742475,70047,-5257,4927,4084,,,2592.0,,,,2257129,-522433,,-217197,74232,-126151,100127,-100572,,,1465135,,105,309972,-16646,-50855,,,-2717.0,235204,1700339,4078466,1286513,-4,-1004,1285509,,-1547431,-1270291,,-2875613,,,6917,-1583187,10439933,8856746,8856746,4.0,-25901.0,237692.0,-1862.0,,,0.0,-35035.0,-712.0,0.0,18157.0,40163.0,-33242.0,17773.0,,,,,29528.0,,,,2378127.0,-2793.0,0.0,-69829.0
3682,2016年01月01日至2016年03月31日,,-1035197,-1035197,,,657803,371411,39854,-3177,2326,2177,,,1296.0,,,,1154905,-525303,,-14462,34772,-65760,30763,-81713,,,533202,,-2093,175953,5833,-182378,,,-1044.0,-19789,513413,1806364,771167,-1,-665,770502,,-422550,-1229581,,-1666915,,,-2520,-898933,10439933,9541000,9541000,1.0,-16432.0,237692.0,-14575.0,,,,-13726.0,-361.0,0.0,13076.0,14265.0,-16784.0,,,,,,5848.0,,,,1292951.0,-1485.0,,-19621.0
3682,2015年度,,-1774901,-1774901,,,2233498,1324220,159976,-10176,7129,237473,0.0,,-2184137.0,,,,-2196043,-4583,,108633,-91493,20383,260099,-93005,,,-1996009,,6048,-516502,24534,436380,,,-4173.0,51367,-1944642,-281857,-2056758,-7,-13538,-2070296,,-3405274,-12899,,-4150147,,,-3570,-6224013,16663946,10439933,10439933,7.0,-105205.0,,119479.0,,,682.0,-1130685.0,-21603.0,0.0,135707.0,131169.0,-134732.0,,0.0,0.0,,,74035.0,-69741.0,0.0,,1662785.0,-14399.0,279631.0,
3682,2015年01月01日至2015年09月30日,,-2456663,-2456663,,,1668033,987281,118765,-5668,6561,26565,,,,,,,953956,-1676,,97175,-38326,18088,402414,-211541,,,1220090,,5939,-463918,2376,263433,3887.0,,-3130.0,-112147,1107943,3820557,1363894,-5,-10573,1353321,,-2301408,-10322,,-3188440,,,-2852,-1837971,16663946,14825975,14825975,5.0,-88928.0,,84167.0,,,73.0,-1072183.0,,,97134.0,106508.0,-109355.0,,0.0,0.0,,,48433.0,-64143.0,,,2712614.0,-4901.0,114132.0,-156.0
3682,2015年01月01日至2015年06月30日,,-1357315,-1357315,,,1102319,652669,74409,-3925,4464,24313,,,,,,,250887,-5907,0.0,89787,-44853,5055,247026,-114975,,0.0,427020,,1929,-297328,2574,626855,2591.0,,-2087.0,405232,832252,2624459,1267144,-4,-6251,1260893,,-1612454,-6025,,-1517355,,,2105,-254357,16663946,16409589,16409589,4.0,-62046.0,,74124.0,,,19.0,-57847.0,230.0,,62560.0,93959.0,-91850.0,,,,,,21682.0,-39652.0,,,1792207.0,-3426.0,114132.0,
3682,2015年01月01日至2015年03月31日,,-394306,-394306,,,537837,325710,36051,-2021,2384,8724,,,,,,,800887,-1729,0.0,61505,-26923,-6957,288222,-148684,,,966321,,2336,-754631,596,278820,1295.0,,-1043.0,-421862,544459,1421610,1027304,-1,-1661,1025643,,-910221,-5528,,-964738,,,36625,97530,16663946,16761476,16761476,1.0,-31535.0,,52569.0,,,,-41194.0,,616.0,16647.0,45882.0,-9256.0,,,,,,9452.0,-34510.0,,,877151.0,-1804.0,,
3682,2014年度,,-10206189,-10206189,,,2802445,1501498,190846,-6414,8815,77402,762.0,,10366226.0,14858790.0,,,-1499733,2399,0.0,57141,2674,30553,-385722,-4930,,,-1797618,,1392,1005706,-250060,-240483,47274.0,,-4174.0,541587,-1256031,13602759,3396570,-7,-5283,3391287,,-2477970,-110361,,-2681637,,0.0,10090670,10800320,5863626,16663946,16663946,7.0,-82797.0,0.0,-9751.0,-8317.0,,11.0,-60844.0,,39538.0,53167.0,33068.0,-33352.0,0.0,-1520589.0,11657770.0,0.0,,52524.0,-177702.0,-46220.0,,,,,
3682,2014年01月01日至2014年09月30日,,494530,494530,,,2071981,1093087,157078,-3693,7269,23949,0.0,,,3299051.0,,,-1499733,836,0.0,63264,2672,38133,101552,-165955,,,-1459231,,3434,232509,-250598,-45249,3888.0,,-3131.0,-76976,-1536207,1762844,2257374,-4,-3642,2253732,,-1753496,-89947,,-1923064,,0.0,10134238,10464906,5863626,16328532,16328532,4.0,-50624.0,0.0,-11230.0,-6599.0,0.0,11.0,-45430.0,,39922.0,36569.0,25449.0,-28388.0,0.0,-1520589.0,11657770.0,,,41783.0,-152476.0,,,,,,
3682,2014年01月01日至2014年06月30日,,460205,460205,,,1362594,724304,102345,-1275,4929,10334,0.0,,,2180620.0,,,0,-761,0.0,39838,1768,23627,43491,-104552,,,3411,,4320,-67010,-66442,203359,2592.0,,-2087.0,59461,62872,2243492,2703697,-3,-1768,2701929,,-1156276,-52065,,-1214314,,0.0,-9050,1478565,5863626,7342191,7342191,3.0,-22614.0,0.0,-10410.0,-4861.0,0.0,11.0,-36555.0,,20233.0,17800.0,13640.0,-22687.0,,,,,,33003.0,-40465.0,,,,,,
