公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 應收建造合約款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 應付建造合約款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 處分備供出售金融資產,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 對子公司之收購（扣除所取得之現金）,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金減少,　　 取得無形資產,　　 其他金融資產增加,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 償還長期借款,　　 存入保證金增加,　　 存入保證金減少,　　 發放現金股利,　　 員工執行認股權,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 存出保證金增加,　　 其他應收款－關係人增加,　　 其他金融資產減少,　　　　　 應收票據－關係人（增加）減少,　　 預付投資款增加,　　　 不影響現金流量之收益費損項目,　　　　 不影響現金流量之收益費損項目合計,　　 舉借長期借款,　　　　　 應付票據－關係人增加（減少）,　　 預付設備款增加,　　　　　 應付建造合約款（增加）減少,　　 備供出售金融資產減資退回股款,　　 其他投資活動,　　 其他非流動負債增加,　　 其他非流動負債減少,　　 處分子公司
6196,2015年度,,586389,586389,,,105978,21084,82201,-863,38717,-5006,-9169.0,2419.0,2378,360,123,14829.0,0.0,-2419.0,250632.0,,,6841.0,-69943,-80644,-14265,-130398,6810,-404299,178075,-30694,-538517,,-657,-602962,-3226,218436.0,26200,8831.0,9370,-2358,-346366,-884883,-634251,-47862,5079,12849.0,-35939,-131545,-197418,,0.0,-23157.0,271.0,12689.0,-42000.0,-5177.0,-34082,801,-7565.0,-9843,72329.0,-40527.0,-76261,,435810,-4415,17.0,0.0,-330140.0,0,0.0,101272,-50890,-223297,1628171,1404874,1404874,,,,,,,,,,,,,,,,
6196,2015年01月01日至2015年09月30日,,373204,373204,,,79191,16145,42351,-392,27008,-5096,-8380.0,432.0,-361,285,212,4829.0,,-2419.0,153805.0,,,6635.0,-131656,79876,-55229,-467873,15656,-300299,-23259,-45614,-921763,,5216,-645285,-5148,264692.0,-20619,5633.0,9116,-1365,-387760,-1309523,-1155718,-782514,5170,12060.0,-24386,-131076,-920746,,0.0,-23226.0,74.0,5489.0,-42000.0,-5177.0,-26570,252,,-5530,0.0,-41172.0,-84186,,1424850,-4409,,,-330140.0,0,0.0,1090301,11429,96798,1628171,1724969,1724969,-15561.0,0.0,69235.0,,,,,,,,,,,,,
6196,2015年01月01日至2015年06月30日,,124615,124615,,,52614,11541,36051,-1887,15448,-2730,-398.0,,-939,226,420,,,,110346.0,,,3034.0,-124384,-84142,-66582,69927,6778,-318134,98119,-19460,-434522,,9692,-503030,-2742,-3286.0,-33294,-128782.0,-2012,-906,-664360,-1098882,-988536,-863921,2804,398.0,-15237,-79636,-955592,,0.0,-6640.0,74.0,5160.0,,-10694.0,-14157,245,,-2088,0.0,-44886.0,-47943,,584106,-804,0.0,,,0,,583302,-40851,-461084,1628171,1167087,1167087,-3353.0,,38396.0,322.0,-10000.0,,,,,,,,,,,
6196,2015年01月01日至2015年03月31日,,22392,22392,,,25946,5642,40617,-707,7537,-1474,,,-199,9,-349,,,,77022.0,,,0.0,-52384,367058,-4291,179230,-8815,-235488,-79026,-19248,147036,,-77334,-723082,-11877,110159.0,-116143,142328.0,5598,-607,-670958,-523922,-446900,-424508,1547,,-7523,-1104,-431588,,0.0,,,,,-10694.0,-4664,232,,0,34980.0,,-29785,,212057,-393,,,,0,,211664,-20307,-270016,1628171,1358155,1358155,-4415.0,,,,-45224.0,,,,,,,,,,,
6196,2014年度,,468185,468185,,,108487,21527,18089,-3822,30258,-3145,-7652.0,0.0,14780,653,4012,23234.0,0.0,0.0,206421.0,,,4727.0,214010,-564024,-8626,-824619,-7095,29985,-222346,-28270,-1406258,,229330,896054,12858,230072.0,-18782,54584.0,-6958,-1526,1395632,-10626,195795,663980,2980,7652.0,-31343,-75554,567715,,5503.0,0.0,0.0,497.0,-4915.0,1045.0,-42146,2773,-5273.0,-15247,-22558.0,0.0,-80321,,-63121,-807,0.0,-86.0,-181562.0,208,455.0,-244913,53139,295620,1332551,1628171,1628171,,,,,,,,,,,,,,,,
6196,2014年01月01日至2014年09月30日,,289441,289441,,,82536,15909,21092,-4063,22929,-2112,-7652.0,0.0,8379,445,4012,0.0,,0.0,141475.0,,,5107.0,137679,15507,-23983,-773041,7658,116344,-237476,-68123,-820328,,-23204,113403,-1188,136053.0,-88711,81361.0,51833,-1008,268539,-551789,-410314,-120873,2075,7652.0,-23201,-70933,-205280,,5503.0,0.0,0.0,0.0,-4915.0,1045.0,-30552,2011,,-14113,-23283.0,0.0,-98543,,141240,-808,,,-181562.0,208,455.0,-40467,6847,-337443,1332551,995108,995108,-15259.0,-18980.0,0.0,,,,,,,,,,,,,
6196,2014年01月01日至2014年06月30日,,187438,187438,,,56022,10001,30949,-243,16710,-1512,-368.0,,6587,493,-1742,,,,116897.0,,,5945.0,132200,290487,-6929,-497062,2785,363934,-69510,-54745,136828,,-117175,-346931,2914,61002.0,-80187,63212.0,30415,-679,-387429,-250601,-133704,53734,1487,368.0,-17154,-44899,-6464,,5503.0,0.0,0.0,0.0,,0.0,-10316,295,,-2037,-6858.0,0.0,-26164,,10902,-808,12.0,,,208,,10314,-16705,-39019,1332551,1293532,1293532,-12751.0,,0.0,-30277.0,0.0,,,,,,,,,,,
6196,2014年01月01日至2014年03月31日,,141847,141847,,,28401,4984,1447,-1059,9023,-712,,,5622,182,-1742,,,,46146.0,,,6781.0,78900,7696,-28547,-249170,-2404,275147,-31628,-24503,32272,,-66331,-504268,2689,142879.0,-118416,-40555.0,-10228,-343,-594573,-562301,-516155,-374308,700,,-9677,-475,-383760,,5503.0,,,,,0.0,-4654,33,,-61,-4732.0,,-24181,,99583,-401,,,,208,,99390,8228,-300323,1332551,1032228,1032228,-20270.0,,,,0.0,,,,,,,,,,,
6196,2013年度,,280219,280219,,,109209,15319,53566,-821,24203,-2332,-6446.0,,14698,540,-5047,12995.0,623.0,,,,,0.0,-55503,-71336,655,-472787,-2054,-311651,-30530,32842,-910364,,146049,96837,-11071,-125499.0,129644,13670.0,5955,-1056,254529,-655835,-439328,-159109,2283,6446.0,-21616,-57898,-229894,,11749.0,-31042.0,,2640.0,0.0,0.0,-209384,1440,,-39105,-5365.0,,-301659,,612906,-151558,,-2.0,-164578.0,7904,-3992.0,450680,39918,-40955,1373506,1332551,1332551,-16568.0,,,,-16024.0,,216507.0,150000.0,,,,,,,,
6196,2013年01月01日至2013年12月31日,,280219,280219,,,109209,15319,53566,-821,24203,-2332,-6446.0,0.0,14698,540,-5047,12995.0,623.0,,,,,0.0,-55503,-71336,655,-472787,-2054,-311651,-30530,32842,-910364,,143428,96837,-11071,,129644,13670.0,5955,-1056,254529,-655835,-439328,-159109,2283,6446.0,-21616,-57898,-229894,,,-31042.0,0.0,2640.0,0.0,,-209384,1440,,-39105,-5747.0,,-301659,,612906,-151558,,,-164578.0,7904,-3992.0,450680,39918,-40955,1373506,1332551,1332551,-16186.0,,,,-16024.0,,216507.0,150000.0,2621.0,,-125499.0,11749.0,0.0,-2.0,,
6196,2013年01月01日至2013年09月30日,,106851,106851,,,81445,9793,49306,-764,16074,-1334,-6313.0,0.0,6988,306,-5047,12500.0,623.0,,,,,0.0,61161,148438,-2072,-706545,12589,-123713,-758468,-16711,-1385321,,98257,50623,-13818,-124252.0,58821,794283.0,-118189,-704,763538,-621783,-458206,-351355,1297,6313.0,-16222,-63052,-423019,,11749.0,-30262.0,,,0.0,0.0,-197541,1423,,-36392,-55005.0,,-305201,,667856,-151163,,,-164578.0,545,-3992.0,498668,29126,-200426,1373506,1173080,1173080,827.0,0.0,,,,,163577.0,150000.0,18517.0,0.0,,,,,,
6196,2013年01月01日至2013年06月30日,,46150,46150,,,53917,5139,42982,704,10533,-833,-2367.0,,4629,536,-5047,12500.0,623.0,,,,,0.0,33130,280782,-4299,-420498,-18546,-99707,-441025,4286,-666143,,211217,64349,-12407,-10619.0,64522,716402.0,-120212,-1176,920701,254558,377874,424024,833,2367.0,-10735,-47243,369246,,11749.0,-21249.0,,,,,-192663,276,603.0,-496,-10238.0,,-213031,,218145,-150771,0.0,,,545,-3992.0,213927,42401,412543,1373506,1786049,1786049,,,,-266.0,-1013.0,,123316.0,150000.0,8625.0,,,,,,,
6196,2013年01月01日至2013年03月31日,,20117,20117,,,26611,2804,14811,-533,6102,-611,,0.0,2976,284,-5047,0.0,619.0,,,,,0.0,-56577,217678,-955,-305174,10751,-12760,-346078,-53623,-546738,,68531,-6541,-19421,258701.0,-11247,213913.0,2504,-608,507614,-39124,8892,29009,599,,-6386,-457,22765,,11749.0,-21249.0,,,,,-9384,6,,-211,-11087.0,,-203147,,-8520,-375,,,,545,-3992.0,137658,21704,-21020,1373506,1352486,1352486,-2034.0,,,,,,48016.0,150000.0,1782.0,-170937.0,,,,,,
6196,2012年01月01日至2012年12月31日,,148130,148130,,,111711,11480,49457,-2413,21535,-2606,-5168.0,10.0,1338,-1722,-169022,11500.0,0.0,,,,,137.0,-25718,843506,30112,-109183,7040,-100584,235000,-30223,850087,,-60407,-581087,-92888,,-6087,114917.0,-57103,-2635,-732533,117554,143654,291784,2555,5168.0,-22600,-1456,275451,,,-68994.0,1447.0,0.0,-28338.0,,-115540,10398,,-11005,-3605.0,,-39326,,91409,-100937,,,-163908.0,11055,-1002.0,-163340,-23871,48914,1324592,1373506,1373506,-1438.0,,,,-8799.0,,26100.0,0.0,-169365.0,,122122.0,191092.0,-4544.0,43.0,,
6196,2012年01月01日至2012年09月30日,,74863,74863,,,83970,7991,50292,-2251,17813,-1645,-5001.0,10.0,1511,-1972,-169022,1500.0,0.0,,,,,110.0,68291,883728,28191,-269862,-6535,-157236,104459,-69336,581810,,-19011,-742124,-112491,,10365,125364.0,68141,-2016,-555462,26348,9544,84407,1645,5001.0,-17913,28736,101876,,191092.0,-68994.0,1447.0,,-28338.0,,-88889,10052,,-6404,-5278.0,-8876.0,-6353,,44063,-100586,,,-163908.0,11055,212.0,-209121,-58186,-171784,1324592,1152808,1152808,-2165.0,,,,,,-16804.0,0.0,-152633.0,,268943.0,,,,43.0,
6196,2012年01月01日至2012年06月30日,,66005,66005,,,55997,5109,39276,-1714,13041,-1349,,10.0,-1248,-1718,-169022,0.0,0.0,,,,,-50000.0,93589,524450,30121,-186103,4068,47302,-291828,-31008,140591,,-80641,-426265,-97774,,29438,419405.0,106649,-1453,-115943,24648,-36970,29035,1349,,-12934,17253,34703,,191092.0,-30994.0,1447.0,,-20000.0,,-81489,9356,,-6477,-1119.0,-8338.0,50951,,91537,-100585,,,,11055,213.0,2263,-12532,75385,1324592,1399977,1399977,-2527.0,,,,,,-61618.0,0.0,-134393.0,,69091.0,,,43.0,,0.0
6196,2012年01月01日至2012年03月31日,,94860,94860,,,27836,2144,12230,-2707,6899,-402,,6.0,211,129,-168955,,0.0,,,,,,46373,490633,16908,-76062,12733,67226,-45887,-96883,415041,,-18910,-388545,-88182,,21652,,77705,-694,-553461,-138420,-261029,-166169,343,,-6772,41628,-130970,,191092.0,-19500.0,,,-20000.0,,-47608,23,,-170,,,101626,,91330,-77,,,,9587,0.0,100840,-20045,51451,1324592,1376043,1376043,-2211.0,,,,,,-122609.0,0.0,-149983.0,0.0,-6504.0,,,,,0.0
