證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股份基礎給付酬勞成本,　　　　 應付公司債匯率影響數,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 買回應付公司債損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 持有供交易之金融負債增加（減少）,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息-營業活動,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得原始認列時指定為透過損益按公允價值衡量之金融資產,　　 處分原始認列時指定為透過損益按公允價值衡量之金融資產,　　 處分以成本衡量之金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金減少,　　 取得無形資產,　　 收取之利息,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 發行公司債,　　 償還公司債,　　 其他非流動負債減少,　　 發放現金股利,　　 員工執行認股權,　　 庫藏股票買回成本,　　 員工購買庫藏股,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 其他非流動負債增加,　　　　 未實現外幣兌換損失（利益）,　　　 不影響現金流量之收益費損項目,　　　　 不影響現金流量之收益費損項目合計,　　 取得透過其他綜合損益按公允價值衡量之金融資產,　　 處分透過其他綜合損益按公允價值衡量之金融資產,　　 其他非流動資產增加,　　　　 非金融資產減損迴轉利益,　　 其他金融資產增加
6269,2015年度,,              3663136,              3663136,,,                881554,                 27870,                     70,                192740,                 68742,               -183771,                130877,                -25129,                 16533,                              0,                 -9704,              1099782,,,                 28598,                    -32,              1254342,                175924,                 30222,                 29370,                  6164,              1524588,,                -69210,                              0,                 11203,               -216902,                -18033,               -292942,              1231646,              2331428,              5994564,                 46768,                 -9460,               -649365,              5382507,,                              0,                553212,                              0,               -929286,                 41192,                  2296,                -16716,                107330,               -241972,,                188246,               -938265,                              0,                              0,                 -5295,               -543008,                  2018,               -393817,                345652,             -1344469,                  4285,              3800351,              5799318,              9599669,              9599669,,,,,,,,,
6269,2015年01月01日至2015年09月30日,,              2676021,              2676021,,,                640588,                 20489,                              0,                202015,                 62795,               -154372,                              0,               -123244,                 12351,                              0,                 22557,                683179,,,               -203581,                -21727,                176340,                157565,               -288353,                -67692,               -243630,               -491078,,                161934,                    330,                364015,                 -5351,                -27358,                493570,                  2492,                685671,              3361692,                 34929,                 -9396,               -597055,              2790170,,               -262949,                              0,                              0,               -904842,                 41500,                  2125,                -14120,                 90119,             -1048167,,                189893,               -506734,                              0,                              0,,                              0,                  2018,               -363148,                              0,               -672773,                119858,              1189088,              5799318,              6988406,              6988406,                  5198,,,,,,,,
6269,2015年01月01日至2015年06月30日,,              1529598,              1529598,,,                420703,                 14356,                              0,                294740,                 51326,               -106422,                              0,,                    -67,                              0,                 40605,                605761,,,               -300869,                 -8012,              1042767,                 95400,                420870,                -93963,               -307580,                848613,,                262526,                  3963,               -581934,               -108762,                -32211,               -456418,                392195,                997956,              2527554,                 22567,                 -6012,               -408627,              2135482,,             -2144392,                              0,                              0,               -537134,                 39954,                   -919,                 -4530,                 65457,             -2581564,,                187074,               -317180,,                              0,                    306,                              0,                  1556,                -17465,                              0,               -145709,               -191945,               -783736,              5799318,              5015582,              5015582,,               -109480,,,,,,,
6269,2015年01月01日至2015年03月31日,,                872716,                872716,,,                209471,                  8122,                              0,                -31047,                 29263,                -52980,                              0,,                    609,,                 43564,                178066,,,                 14733,                              0,              1519279,                 82630,                338347,                 22871,               -105070,              1872790,,                -42847,                  6991,               -680256,               -207646,                -18194,               -941952,                930838,              1108904,              1981620,                 11346,                 -2518,               -177557,              1812891,,               -409078,                              0,                              0,               -175895,                    128,                    100,                   -100,                 29809,               -555036,,                              0,               -317180,                              0,,                   -997,                              0,                  1330,                -17465,                              0,               -334312,                  1630,                925173,              5799318,              6724491,              6724491,,                -28936,,,,,,,
6269,2014年度,,              2058757,              2058757,,,                751387,                 30677,                    837,                -12714,                111663,               -151089,                    580,                180757,                  2352,                 38497,                -91282,                861665,,,                  6505,                     16,              1179429,                426245,                -87544,                405524,               -394747,              1535428,,                -77420,                -31398,                -60980,               -405112,                -91285,               -666195,                869233,              1730898,              3789655,                 59443,                -11812,               -438682,              3398604,,                              0,              1491158,                              0,             -1265022,                 42174,                  2637,                -59668,                108571,                319850,,              2026706,             -1327832,              1994761,             -1470862,                  3771,               -504754,                 25533,               -328188,                              0,                419135,               -429041,              3708548,              2090770,              5799318,              5799318,,,,,,,,,
6269,2014年01月01日至2014年09月30日,,                798580,                798580,,,                520617,                 20297,                              0,                -58589,                 83848,               -120518,                    580,                 59061,                  2165,                 38497,                -86747,                459211,,,                 46878,                    -35,              2489148,                493360,               -771204,                377088,                348127,              2983362,,                -90316,                -27803,                -29145,               -571284,                 51334,               -667214,              2316148,              2775359,              3573939,                 45604,                -10578,               -443673,              3165292,,                              0,              1440519,                              0,             -1094248,                 39645,                   -867,                -23846,                 88895,                450098,,              1013829,               -834707,              1994761,             -1470862,,               -504754,                 21277,                              0,                              0,                223019,               -221576,              3616833,              2090770,              5707603,              5707603,                  3475,,,,,,,,
6269,2014年01月01日至2014年06月30日,,                325616,                325616,,,                343817,                 12689,                              0,                -77280,                 55737,                -84230,                    580,,                  1911,                 27024,                -28356,                246384,,,                 81652,                     16,              3098029,                448998,                334398,                337235,                182818,              4483146,,               -107012,                -30619,             -1499175,               -739257,                 45764,             -2330299,              2152847,              2399231,              2724847,                 19709,                 -5586,               -294842,              2444128,,                              0,              1459626,                              0,               -795003,                 40087,                  1758,                -23169,                 71841,                755140,,              2227200,             -1255483,,               -962363,                 -1420,                              0,                 18263,                              0,                              0,                 26197,               -196566,              3028899,              2090770,              5119669,              5119669,,                 -5508,,,,,,,
6269,2014年01月01日至2014年03月31日,,                206367,                206367,,,                154895,                  5049,                              0,                -77173,                 27708,                -44949,                    580,,                    -15,,                 24248,                168395,,,                104298,                   -136,              2461356,                373450,                705590,                177365,               -170772,              3651151,,               -132607,                -25697,             -1757854,               -653880,                 55791,             -2514247,              1136904,              1305299,              1511666,                  8522,                 -3081,                -70586,              1446521,,                              0,                953715,                              0,               -373695,                  1121,                  1175,                 -8811,                 31573,                605078,,                              0,                -59900,                              0,,                 -2228,                              0,                  9321,                              0,                              0,                -52807,                  6935,              2005727,              2090770,              4096497,              4096497,,                 78052,,,,,,,
6269,2013年度,,              2512435,              2512435,,,                520213,                 17046,                -16967,               -148658,                 70852,                -89806,                  3314,,                 18254,                              0,                 82859,,,,                   -907,                    885,             -1662582,                -87262,               -291261,                -55009,                241249,             -1854887,,                              0,                 16785,                643604,                549819,               -125507,              1084701,               -770186,               -266547,              2245888,                 38171,                -19877,               -466560,              1797622,,,,                              0,             -1710410,                 12240,                 -2817,                -23883,                 34645,             -3563636,,              2170888,             -2484222,              2985005,                              0,,               -380262,                 25368,                              0,                 37746,              2354639,               -261918,                326707,              1764063,              2090770,              2090770,                    116,                 46532,,                503639,             -1873411,                              0,,,
6269,2013年01月01日至2013年12月31日,,              2512435,              2512435,,,                520213,                 17046,                -16967,               -148658,                 70852,                -89806,                  3314,,                 18254,,                 81734,,,,                   -907,                    885,             -1662582,                -87262,               -291261,                -55009,                241249,             -1854887,,                              0,                 16785,                643604,                549819,               -125507,              1084701,               -770186,               -267672,              2244763,                 38171,                -19877,               -466560,              1796497,,,,                              0,             -1710410,                 12240,,                -23883,                 34645,             -3565221,,              2170888,             -2484222,              2985005,,                    116,               -380262,                 25368,,                 37746,              2354639,               -259208,                326707,              1764063,              2090770,              2090770,,                 46532,,                502514,             -1873411,,                 -4402,,
6269,2013年01月01日至2013年09月30日,,              1503096,              1503096,,,                356169,                 12023,                -15091,                 20195,                 44565,                -56220,                  2640,,                 14116,                              0,                -41397,,,,                  1001,                    825,                -81156,                291649,               -765739,                -67598,                378839,               -242179,,                -17071,                -12118,                782627,                740310,                -56716,              1437032,              1194853,              1539803,              3042899,                 28819,                -12178,               -449145,              2610395,,,,                              0,             -1771215,                 10809,                 -2189,                -19458,                 19365,             -2192973,,                357511,               -786893,              2985005,                              0,                 -1052,                              0,                 24547,,                 37746,              2616864,                -92450,              2941836,              1764063,              4705899,              4705899,,                  7950,,                344950,               -430285,                              0,                              0,,
6269,2013年01月01日至2013年06月30日,,                799988,                799988,,,                222690,                  7173,                -16967,                -12923,                 19999,                -31351,                  1967,,                 10338,                              0,                -18545,,,,                 19498,                 -3985,              1427863,                230379,                344905,                 32167,                212725,              2263552,,                -30862,                 -5955,             -1042838,               -302240,                -95745,             -1477640,                785912,              1013493,              1813481,                 10328,                 -7433,               -293825,              1522551,,,,                              0,               -852401,                 27388,                    113,                -18198,                 18099,             -1226259,,              1791256,             -1480963,,                              0,                   -409,                              0,                 21474,,                 37647,                369005,               -103544,                561753,              1764063,              2325816,              2325816,,                 45200,,                227581,               -401260,                              0,                              0,,
6269,2013年01月01日至2013年03月31日,,                471506,                471506,,,                102326,                  3231,                -14743,                -12779,                  9311,                -16303,                  1293,,                  1171,,                 -3373,,,,                 12746,                 -3347,              1191088,                160120,                341372,                129939,                -15530,              1816388,,                -16840,                -11185,               -924361,               -433284,                 54388,             -1331282,                485106,                589109,              1060615,                  5376,                 -3792,                -53402,              1008797,,,,                              0,                 -9351,                    148,                     48,                -10326,                  8529,               -391092,,                934849,             -1295036,                              0,,                   -117,                              0,                 17267,,                              0,               -343037,               -160029,                114639,              1764063,              1878702,              1878702,,                 33869,,                104003,               -380140,                              0,                              0,,
