年季,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,Unnamed: 22
2014/01,1101,台泥,92121458.0,193640860.0,285762318.0,74388787.0,53118431.00,127507218.0,36921759.0,12195117.00,49098651.0,18879413.00,--,117094940.00,--,--,41160160.00,158255100.0,0.0,0.00,0.0,31.71,
2014/01,1102,亞泥,59219582.0,197138006.0,256357588.0,58466591.0,44451814.00,102918405.0,32955365.0,1102790.00,93608899.0,7739248.00,--,135406302.00,--,--,18032881.00,153439183.0,0.0,0.00,0.0,41.09,
2014/01,1103,嘉泥,12767191.0,21301587.0,34068778.0,4411382.0,8163488.00,12574870.0,7768285.0,450521.00,9117673.0,3282956.00,-1149426.00,19470009.00,--,--,2023899.00,21493908.0,0.0,0.00,131226016.0,30.16,
2014/01,1104,環球水泥,2536190.0,15526671.0,18062861.0,1648612.0,1503594.00,3152206.0,6038919.0,26553.00,7511209.0,1159736.00,--,14736417.00,--,--,174238.00,14910655.0,0.0,0.00,0.0,24.4,
2014/01,1108,幸福水泥,5487153.0,2957839.0,8444992.0,2134938.0,1826009.00,3960947.0,4047380.0,7.00,382864.0,42128.00,0.00,4472379.00,--,--,11666.00,4484045.0,0.0,0.00,0.0,11.05,
2014/01,1109,信大水泥,3190116.0,6608625.0,9798741.0,1440176.0,1135515.00,2575691.0,4210008.0,22299.00,1880558.0,112571.00,0.00,6225436.00,--,--,997614.00,7223050.0,0.0,0.00,0.0,14.79,
2014/01,1110,東泥,1744220.0,7988080.0,9732300.0,420617.0,445162.00,865779.0,5720008.0,184707.00,2024289.0,915192.00,-12185.00,8832011.00,--,--,34510.00,8866521.0,0.0,0.00,2112865.0,15.5,
2014/01,1201,味全公司,22487149.0,16675701.0,39162850.0,18983840.0,8427095.00,27410935.0,5060629.0,688.00,3403518.0,90522.00,--,8555357.00,--,--,3196558.00,11751915.0,0.0,0.00,0.0,16.91,
2014/01,1203,味王公司,3081351.0,5058273.0,8139624.0,1351717.0,1665819.00,3017536.0,2400000.0,112965.00,1731417.0,49784.00,-38464.00,4255702.00,--,--,866386.00,5122088.0,0.0,0.00,2293865.0,17.9,
2014/01,1210,大成長城,20971573.0,17601964.0,38573537.0,14316105.0,4839889.00,19155994.0,5664572.0,2320974.00,4455152.0,1014679.00,-306199.00,13149178.00,--,--,6268365.00,19417543.0,0.0,0.00,40688225.0,25.01,
2014/01,1213,大飲,374432.0,433228.0,807660.0,115623.0,37505.00,153128.0,514751.0,21938.00,118147.0,-304.00,--,654532.00,--,--,--,654532.0,0.0,0.00,0.0,12.72,
2014/01,1215,卜蜂企業,3878646.0,4891871.0,8770517.0,2907157.0,955703.00,3862860.0,2320268.0,967.00,1035182.0,1462944.00,--,4819361.00,--,--,88296.00,4907657.0,0.0,0.00,0.0,20.77,
2014/01,1216,統一,137440200.0,243912444.0,381352644.0,139555277.0,97934619.00,237489896.0,51542229.0,3880632.00,32851249.0,1977479.00,--,90251589.00,--,--,53611159.00,143862748.0,0.0,0.00,0.0,17.51,
2014/01,1217,愛之味,3478902.0,9646428.0,13125330.0,2950290.0,4510899.00,7461189.0,4976893.0,288197.00,-182977.0,-64956.00,-100582.00,4916575.00,--,--,747566.00,5664141.0,0.0,0.00,10484000.0,10.09,
2014/01,1218,泰山企業,2900259.0,5123388.0,8023647.0,1939143.0,2734885.00,4674028.0,3533360.0,23770.00,-13018.0,4699.00,-203876.00,3344935.00,--,--,4684.00,3349619.0,0.0,0.00,13680042.0,9.85,
2014/01,1219,福壽實業,3447432.0,2471217.0,5918649.0,1058080.0,1081586.00,2139666.0,3131882.0,59244.00,589561.0,-483.00,--,3780204.00,--,--,-1221.00,3778983.0,0.0,0.00,0.0,12.07,
2014/01,1220,台榮,2037435.0,1078174.0,3115609.0,545974.0,289566.00,835540.0,1770779.0,537.00,421584.0,-49178.00,0.00,2143722.00,--,--,136347.00,2280069.0,0.0,0.00,0.0,12.11,
2014/01,1225,福懋油,3388620.0,3133104.0,6521724.0,2571468.0,1208996.00,3780464.0,2014447.0,87404.00,341144.0,4436.00,--,2447431.00,--,--,293829.00,2741260.0,83.0,0.00,0.0,12.15,
2014/01,1227,佳格,11244355.0,4339568.0,15583923.0,3837904.0,303015.00,4140919.0,6611319.0,43620.00,4371207.0,296535.00,-21182.00,11301499.00,--,--,141505.00,11443004.0,0.0,0.00,4818546.0,17.22,
2014/01,1229,聯華實業,2730849.0,23795534.0,26526383.0,3601101.0,1122639.00,4723740.0,8536903.0,714072.00,8601907.0,3879501.00,-2393.00,21729990.00,--,--,72653.00,21802643.0,357300.0,0.00,94000.0,25.46,
2014/01,1231,聯華食品,2785861.0,3130957.0,5916818.0,2250229.0,1103419.00,3353648.0,1322438.0,72435.00,1098470.0,43717.00,--,2537060.00,0.00,--,26110.00,2563170.0,0.0,0.00,0.0,19.18,
2014/01,1232,大統益,3706899.0,611538.0,4318437.0,726122.0,115870.00,841992.0,1599749.0,23784.00,1820114.0,-6237.00,--,3437410.00,--,--,39035.00,3476445.0,0.0,0.00,0.0,21.49,
2014/01,1233,天仁,694157.0,1256703.0,1950860.0,286499.0,143542.00,430041.0,905919.0,60605.00,555497.0,-3762.00,-4433.00,1513826.00,--,--,6993.00,1520819.0,0.0,0.00,96585.0,16.73,
2014/01,1234,黑松,8299978.0,14032613.0,22332591.0,1896305.0,2600483.00,4496788.0,4018711.0,184583.00,13530716.0,101793.00,0.00,17835803.00,--,--,0.00,17835803.0,0.0,0.00,0.0,44.38,
2014/01,1235,興泰,1324790.0,622319.0,1947109.0,876937.0,56865.00,933802.0,561688.0,27674.00,210835.0,223774.00,-11584.00,1012387.00,--,--,920.00,1013307.0,0.0,0.00,2131610.0,18.74,
2014/01,1236,宏亞食品,852616.0,2323261.0,3175877.0,709458.0,554946.00,1264404.0,1083425.0,33396.00,461902.0,332750.00,0.00,1911473.00,--,--,0.00,1911473.0,0.0,0.00,0.0,17.64,
2014/01,1262,F-綠悅,5507356.0,4742494.0,10249850.0,1662295.0,694245.00,2356540.0,1350000.0,4970783.00,1394095.0,178432.00,--,7893310.00,--,--,--,7893310.0,0.0,0.00,0.0,58.47,
2014/01,1301,台塑,140133368.0,270879251.0,411012619.0,54279417.0,91991808.00,146271225.0,63657408.0,11278180.00,130539254.0,59266552.00,--,264741394.00,--,--,--,264741394.0,0.0,0.00,0.0,41.59,
2014/01,1303,南亞塑膠,225366486.0,299035267.0,524401753.0,83637978.0,136759173.00,220397151.0,79308216.0,21911332.00,147432366.0,42470279.00,-3742.00,291118451.00,--,--,12886151.00,304004602.0,0.0,0.00,185067.0,36.71,
2014/01,1304,台聚,37769441.0,23004755.0,60774196.0,18502978.0,10654328.00,29157306.0,11426024.0,162584.00,5773554.0,378882.00,-439705.00,17301339.00,--,--,14315551.00,31616890.0,0.0,0.00,104438075.0,16.67,
2014/01,1305,華夏,6037393.0,6037880.0,12075273.0,2649987.0,2945841.00,5595828.0,4502917.0,8233.00,1663372.0,34854.00,--,6209376.00,--,--,270069.00,6479445.0,0.0,0.00,0.0,13.79,
2014/01,1307,三芳化工,7016282.0,5910350.0,12926632.0,2871733.0,2702953.00,5574686.0,3640599.0,137866.00,3489329.0,84152.00,--,7351946.00,--,--,--,7351946.0,0.0,0.00,0.0,20.19,
2014/01,1308,亞聚,4634084.0,5638929.0,10273013.0,751163.0,353828.00,1104991.0,4696769.0,14126.00,3828271.0,628856.00,0.00,9168022.00,--,--,0.00,9168022.0,0.0,0.00,0.0,19.52,
2014/01,1309,台達化工,9556558.0,3808495.0,13365053.0,7398904.0,2091310.00,9490214.0,3276518.0,485.00,309814.0,288022.00,--,3874839.00,--,--,--,3874839.0,0.0,0.00,0.0,11.83,
2014/01,1310,台苯,4677197.0,6141622.0,10818819.0,3589767.0,641296.00,4231063.0,5027331.0,84645.00,963453.0,-212125.00,-4768.00,5858536.00,--,--,729220.00,6587756.0,0.0,0.00,229866.0,11.66,
2014/01,1312,國喬石化,7640294.0,17184120.0,24824414.0,3981782.0,2633985.00,6615767.0,9266203.0,103073.00,6249737.0,665091.00,-199604.00,16084500.00,--,--,2124147.00,18208647.0,0.0,0.00,8254473.0,17.51,
2014/01,1313,聯成,29598816.0,17457310.0,47056126.0,20243024.0,7934396.00,28177420.0,11581960.0,1127920.00,4831961.0,1432822.00,-95957.00,18878706.00,--,--,0.00,18878706.0,1194500.0,0.00,6883000.0,16.4,
2014/01,1314,中石化,14187724.0,30469195.0,44656919.0,5618527.0,7420047.00,13038574.0,23199897.0,0.00,9256585.0,-1074391.00,--,31382091.00,--,--,236254.00,31618345.0,0.0,0.00,0.0,13.53,
2014/01,1315,達新工業,4038648.0,5341421.0,9380069.0,858488.0,1118336.00,1976824.0,2200000.0,54717.00,3616324.0,1649603.00,-126809.00,7393835.00,0.00,--,9410.00,7403245.0,0.0,0.00,7930000.0,34.87,
2014/01,1316,上曜,2459567.0,412639.0,2872206.0,1009071.0,304834.00,1313905.0,1381817.0,90725.00,-462309.0,1407.00,-22550.00,989090.00,--,--,569211.00,1558301.0,0.0,0.00,8199000.0,7.61,
2014/01,1319,東陽,9251645.0,22456491.0,31708136.0,6845510.0,6631209.00,13476719.0,5914771.0,4139513.00,6739580.0,165798.00,0.00,16959662.00,--,--,1271755.00,18231417.0,0.0,0.00,0.0,28.67,
